

Idaho (PST) SNOTEL Site Mores Creek Summit - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Tue Apr 04 10:38:02 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
637,2021-07-21,,     0.0,    32.8,    16.5,    24.0,    13.6,    17.8,       0,
637,2021-07-22,,     0.0,    32.8,    14.5,    27.4,    13.0,    19.3,       0,
637,2021-07-23,,     0.0,    32.8,    13.8,    26.2,    13.3,    18.9,       0,
637,2021-07-24,,     0.0,    32.8,    14.8,    25.7,    12.2,    18.5,       0,
637,2021-07-25,,     0.0,    32.8,    16.4,    28.7,    12.5,    20.4,       0,
637,2021-07-26,,     0.0,    32.8,    18.4,    29.5,    13.9,    21.1,       0,
637,2021-07-27,,     0.0,    32.8,    18.4,    30.8,    16.3,    23.1,       0,
637,2021-07-28,,     0.0,    32.8,    17.3,    27.3,    16.3,    20.8,       0,
637,2021-07-29,,     0.0,    32.8,    16.3,    26.1,    16.1,    19.7,       0,
637,2021-07-30,,     0.0,    32.8,    19.3,    28.1,    14.4,    21.7,       0,
637,2021-07-31,,     0.0,    32.8,    18.0,    28.8,    16.6,    21.6,       0,
637,2021-08-01,,     0.0,    33.4,    13.8,    23.0,    13.8,    18.2,       0,
637,2021-08-02,,     0.0,    33.6,    13.2,    19.5,    12.8,    15.5,       0,
637,2021-08-03,,     0.0,    33.6,    16.7,    23.3,    12.4,    17.4,       0,
637,2021-08-04,,     0.0,    33.6,    16.1,    27.8,    12.8,    19.5,       0,
637,2021-08-05,,     0.0,    33.6,    16.6,    30.1,    13.2,    20.8,       0,
637,2021-08-06,,     0.0,    33.6,    15.6,    28.1,    15.6,    20.4,       0,
637,2021-08-07,,     0.0,    33.6,    11.2,    20.0,    11.2,    15.1,       0,
637,2021-08-08,,     0.0,    33.6,    15.0,    24.5,     9.9,    16.8,       0,
637,2021-08-09,,     0.0,    33.6,     8.6,    20.0,     8.2,    15.5,       0,
637,2021-08-10,,     0.0,    33.6,    10.8,    21.8,     5.6,    13.6,       0,
637,2021-08-11,,     0.0,    33.6,    15.1,    24.5,     8.7,    17.0,       0,
637,2021-08-12,,     0.0,    33.6,    18.6,    28.2,    13.4,    21.2,       0,
637,2021-08-13,,     0.0,    33.6,    20.1,    29.5,    16.6,    22.8,       0,
637,2021-08-14,,     0.0,    33.6,    18.1,    29.4,    15.7,    22.0,       0,
637,2021-08-15,,     0.0,    33.6,    18.4,    28.1,    15.4,    21.0,       0,
637,2021-08-16,,     0.0,    33.6,    17.6,    28.8,    14.0,    21.3,       0,
637,2021-08-17,,     0.0,    33.6,    18.0,    28.7,    15.1,    21.3,       0,
637,2021-08-18,,     0.0,    33.6,     8.4,    19.2,     8.4,    15.5,       0,
637,2021-08-19,,     0.0,    33.6,     8.2,    17.6,     4.8,    11.0,       0,
637,2021-08-20,,     0.0,    33.6,    10.3,    18.5,     5.1,    11.9,       0,
637,2021-08-21,,     0.0,    33.6,    14.1,    19.6,     7.4,    14.2,       0,
637,2021-08-22,,     0.0,    33.6,     8.5,    15.2,     7.3,    11.7,       0,
637,2021-08-23,,     0.0,    33.6,     9.4,    19.1,     4.2,    11.6,       0,
637,2021-08-24,,     0.0,    33.6,     8.5,    20.0,     8.5,    13.6,       0,
637,2021-08-25,,     0.0,    33.6,    10.6,    22.2,     7.0,    14.2,       0,
637,2021-08-26,,     0.0,    33.6,    11.0,    21.4,     9.5,    15.1,       0,
637,2021-08-27,,     0.0,    33.6,     9.5,    20.6,     9.5,    14.0,       0,
637,2021-08-28,,     0.0,    33.6,     9.4,    19.2,     8.0,    12.9,       0,
637,2021-08-29,,     0.0,    33.6,    10.2,    21.7,     6.9,    13.9,       0,
637,2021-08-30,,     0.0,    33.6,    13.4,    24.6,     7.8,    15.7,       0,
637,2021-08-31,,     0.0,    33.6,    12.3,    22.9,    11.5,    16.6,       0,
637,2021-09-01,,     0.0,    33.6,     7.7,    20.3,     7.7,    14.0,       0,
637,2021-09-02,,     0.0,    33.6,     8.1,    20.1,     6.6,    12.2,       0,
637,2021-09-03,,     0.0,    33.6,     9.7,    19.8,     6.6,    12.7,       0,
637,2021-09-04,,     0.0,    33.6,     8.3,    21.5,     5.6,    12.5,       0,
637,2021-09-05,,     0.0,    33.6,    12.6,    23.9,     6.7,    14.8,       0,
637,2021-09-06,,     0.0,    33.6,    13.3,    26.3,    10.6,    17.3,       0,
637,2021-09-07,,     0.0,    33.6,    13.5,    25.6,    11.3,    18.0,       0,
637,2021-09-08,,     0.0,    33.6,    15.7,    28.4,    11.9,    18.9,       0,
637,2021-09-09,,     0.0,    33.6,    16.0,    28.1,    13.2,    20.0,       0,
637,2021-09-10,,     0.0,    33.6,    17.1,    27.8,    13.6,    20.1,       0,
637,2021-09-11,,     0.0,    33.7,     8.9,    20.9,     8.6,    14.6,       0,
637,2021-09-12,,     0.0,    33.7,     7.5,    18.3,     6.8,    11.7,       0,
637,2021-09-13,,     0.0,    33.7,     9.8,    21.0,     5.9,    12.6,       0,
637,2021-09-14,,     0.0,    33.7,     8.0,    20.5,     8.0,    13.0,       0,
637,2021-09-15,,     0.0,    33.7,     9.5,    21.5,     6.3,    12.7,       0,
637,2021-09-16,,     0.0,    33.7,     9.7,    21.7,     8.0,    14.0,       0,
637,2021-09-17,,     0.0,    33.7,     6.3,    17.6,     5.3,    10.8,       0,
637,2021-09-18,,     0.0,    33.7,    13.0,    22.4,     3.8,    13.2,       0,
637,2021-09-19,,     0.0,    33.8,     6.7,    21.1,     6.7,    12.6,       0,
637,2021-09-20,,     0.0,    34.1,     2.6,     7.2,     2.1,     4.8,       0,
637,2021-09-21,,     0.0,    34.1,     3.8,    11.4,    -0.3,     5.0,       0,
637,2021-09-22,,     0.0,    34.1,     8.6,    18.2,     2.2,     9.6,       0,
637,2021-09-23,,     0.0,    34.1,     7.0,    20.0,     7.0,    12.8,       0,
637,2021-09-24,,     0.0,    34.1,     9.5,    18.3,     5.9,    11.7,       0,
637,2021-09-25,,     0.0,    34.1,    10.3,    21.0,     7.2,    13.3,       0,
637,2021-09-26,,     0.0,    34.1,    11.9,    24.0,     9.3,    15.2,       0,
637,2021-09-27,,     0.0,    34.1,    11.4,    22.0,    10.1,    14.9,       0,
637,2021-09-28,,     0.0,    34.1,    10.5,    20.1,    10.5,    14.8,       0,
637,2021-09-29,,     0.0,    34.4,     0.9,    10.3,     0.3,     3.8,       0,
637,2021-09-30,,     0.0,    34.4,     3.2,    11.7,    -0.9,     4.9,       0,
637,2021-09-30,23:59,-99.9,    34.4,-99.9,-99.9,-99.9,-99.9,-99.9,




